Country Name,Country Code,Time,Time Code,"Cause of death, by injury (% of total) [SH.DTH.INJR.ZS]","Cause of death, by non-communicable diseases (% of total) [SH.DTH.NCOM.ZS]","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) [SH.DTH.COMM.ZS]",GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP, PPP (constant 2017 international $) [NY.GDP.MKTP.PP.KD]","GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]",GNI (current US$) [NY.GNP.MKTP.CD],GNI growth (annual %) [NY.GNP.MKTP.KD.ZG],GNI per capita growth (annual %) [NY.GNP.PCAP.KD.ZG],"GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]","GNI, PPP (current international $) [NY.GNP.MKTP.PP.CD]",Government Effectiveness: Estimate [GE.EST],Merchandise exports (current US$) [TX.VAL.MRCH.CD.WT],Population growth (annual %) [SP.POP.GROW],"Population, total [SP.POP.TOTL]",Rule of Law: Estimate [RL.EST],CO2 emissions (kt) [EN.ATM.CO2E.KT],"Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]",Political Stability and Absence of Violence/Terrorism: Estimate [PV.EST]
Cabo Verde,CPV,2019,YR2019,14.0503672882585,70.1204552332968,15.8291786031253,3928.30909558631,7.63608168918957,2266752197.42617,6.54895782373268,4496974701.77648,8123.83520074788,2224343732.76947,7.93308005979205,6.84295651233617,7970,4599994927.87839,0.278715848922729,62000000,1.01513458042928,577030,0.452138632535934,617.2,5.162,0.8595210313797
Cabo Verde,CPV,2020,YR2020,..,..,..,3223.73560213047,-19.3028227528612,1878277311.2253,-20.0798225543792,3628931645.85156,6577.30601375427,1839857131.85662,-19.5107183400964,-20.2857164008407,6440,3753813858.00122,0.197070047259331,53000000,0.96752416855618,582640,0.433581084012985,620.6,5.692,0.874160885810852
Cabo Verde,CPV,2021,YR2021,..,..,..,3557.83777540965,6.81117643169414,2091741774.10772,5.85102493713016,3876104582.83609,7274.94057605007,2063384216.77509,7.59976813808268,6.63252780196876,7180,4219134910.0705,-0.001368927070871,55000000,0.90298888332359,587925,0.331181913614273,..,6.028,0.894233107566834
Cabo Verde,CPV,2022,YR2022,..,..,..,3902.58904940059,17.7141811686959,2314816792.06291,16.6774452348492,4562724770.9278,9082.83764344039,2286465813.10561,17.9898658793775,16.9507019267216,8970,5321492346.44752,-0.0262028370052576,46000000,0.884624344860865,593149,0.365232169628143,..,..,0.929428398609161
Cambodia,KHM,1960,YR1960,..,..,..,114.972955061661,..,637142865.714286,..,..,..,637603957.142857,..,..,..,..,..,70000000,..,5541676,..,..,20.951,..
Cambodia,KHM,1961,YR1961,..,..,..,113.48568408339,..,642857134.285714,..,..,..,643322382.857143,..,..,..,..,..,63000000,2.19488337445001,5664654,..,..,20.439,..
Cambodia,KHM,1962,YR1962,..,..,..,114.012204932346,..,660000008.571429,..,..,..,660477600,..,..,..,..,..,54000000,2.16885287061227,5788854,..,..,19.883,..
Cambodia,KHM,1963,YR1963,..,..,..,123.201024935887,..,728571437.142857,..,..,..,729098648.571429,..,..,..,..,..,89000000,2.13339665386579,5913680,..,..,19.292,..
Cambodia,KHM,1964,YR1964,..,..,..,129.59393419026,..,782857128.571429,..,..,..,783423662.857143,..,..,..,..,..,88000000,2.12759228310479,6040847,..,..,18.862,..
Cambodia,KHM,1965,YR1965,..,..,..,140.756742045375,..,868571428.571429,..,..,..,869199988.571429,..,..,..,..,..,105000000,2.12724252738267,6170727,..,..,18.545,..
Cambodia,KHM,1966,YR1966,..,..,..,145.142456186822,..,914285714.285714,..,..,..,918142860,..,..,..,..,..,67000000,2.06107445284486,6299230,..,..,18.096,..
Cambodia,KHM,1967,YR1967,..,..,..,149.827335997696,..,962857134.285714,..,..,..,960771451.428571,..,..,..,..,..,83000000,1.99941045126724,6426445,..,..,17.936,..
Cambodia,KHM,1968,YR1968,..,..,..,162.627273340246,..,1065714248.57143,..,..,..,1064142905.71429,..,..,..,..,..,89000000,1.95180853037603,6553109,..,..,17.71,..
Cambodia,KHM,1969,YR1969,..,..,..,146.544314870405,..,978873232.394366,..,..,..,977464823.943662,..,..,..,..,..,64000000,1.91346804963288,6679708,..,..,17.368,..
Cambodia,KHM,1970,YR1970,..,..,..,107.087796160422,..,718401157.737098,..,..,..,717969063.750774,..,..,..,..,..,39000000,0.430483163865176,6708525,..,..,22.577,..
Cambodia,KHM,1971,YR1971,..,..,..,144.842367453274,..,969911421.39418,..,..,..,969283315.888633,..,..,..,..,..,11000000,-0.182038654360275,6696324,..,..,22.319,..
Cambodia,KHM,1972,YR1972,..,..,..,74.7159102094334,..,505549441.375077,..,..,..,505248615.101289,..,..,..,..,..,7000000,1.03940639008268,6766289,..,..,21.743,..
Cambodia,KHM,1973,YR1973,..,..,..,102.577674842249,..,702899155.982033,..,..,..,702466307.880768,..,..,..,..,..,15000000,1.26403354721233,6852360,..,..,21.816,..
Cambodia,KHM,1974,YR1974,..,..,..,85.1163266640379,..,588443893.689773,..,..,..,588070886.540255,..,..,..,..,..,19000000,0.886959597439525,6913408,..,..,21.628,..
Cambodia,KHM,1975,YR1975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5000000,-2.71963851984927,6727922,..,..,85.733,..
Cambodia,KHM,1976,YR1976,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4000000,-6.45868581812627,6307122,..,..,86.575,..
Cambodia,KHM,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15000000,-4.3242843772044,6040197,..,..,31.701,..
Cambodia,KHM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15000000,-1.31659984772815,5961193,..,..,22.627,..
Cambodia,KHM,1979,YR1979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15000000,1.50864415416939,6051808,..,..,19.061,..
Cambodia,KHM,1980,YR1980,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16000000,2.40243043546257,6198959,..,..,16.53,..
Cambodia,KHM,1981,YR1981,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10000000,2.63499001878217,6364472,..,..,16.694,..
Cambodia,KHM,1982,YR1982,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12000000,3.93186257215211,6619699,..,..,16.469,..
Cambodia,KHM,1983,YR1983,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15000000,3.88538850721037,6881962,..,..,16.131,..
Cambodia,KHM,1984,YR1984,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18000000,3.59541435717507,7133899,..,..,15.731,..
Cambodia,KHM,1985,YR1985,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20000000,3.3385758634098,7376090,..,..,15.257,..
Cambodia,KHM,1986,YR1986,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21000000,3.79402131735402,7661317,..,..,14.902,..
Cambodia,KHM,1987,YR1987,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22000000,4.0202603714537,7975597,..,..,13.742,..
Cambodia,KHM,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32000000,3.62214017019268,8269780,..,..,13.168,..
Cambodia,KHM,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44000000,3.57681049562267,8570928,..,..,12.727,..
Cambodia,KHM,1990,YR1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86000000,3.8888910533693,8910808,..,1260.416,12.246,..
Cambodia,KHM,1991,YR1991,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,213000000,3.83702258012232,9259362,..,1304.384,11.986,..
Cambodia,KHM,1992,YR1992,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,265000000,4.83668118364296,9718215,..,1348.352,11.75,..
Cambodia,KHM,1993,YR1993,..,..,..,247.348584430364,..,2533727592.04165,..,17586546192.9119,1098.75562615532,..,..,..,..,..,..,284000000,5.26462795865572,10243550,..,1384.992,11.528,..
Cambodia,KHM,1994,YR1994,..,..,..,262.44289487821,-34.8086387724145,2791435272.26653,-37.2161709654772,11464908856.0774,704.571878988747,..,..,..,..,..,..,490000000,3.76294227795416,10636353,..,1425.296,11.38,..
Cambodia,KHM,1995,YR1995,..,..,..,315.14234799495,9.90346890109399,3441205692.9166,7.05335351093545,12600332539.1778,770.084071856389,3380436724.62053,..,..,760,8260459103.99312,..,855000000,2.62750839404899,10919528,..,1470.8,11.064,..
Cambodia,KHM,1996,YR1996,..,..,..,313.584672308454,5.89750560977438,3506695719.57259,3.40614318337148,13343437857.526,810.894495810526,3421442059.50832,5.15780531590519,2.68384520231729,790,8847462196.94339,-0.724763095378876,644000000,2.38073259847866,11182612,-1.19436883926392,1529.8,10.847,-1.10455310344696
Cambodia,KHM,1997,YR1997,..,..,..,301.219665357476,4.00662107311534,3443413388.6909,1.74156223801583,13878058850.6037,839.243574945058,3403728394.35903,5.36125313023813,3.06669308379612,830,9483302434.56653,..,736000000,2.20186668030533,11431569,..,1640.6,10.467,..
Cambodia,KHM,1998,YR1998,..,..,..,267.409796214605,4.68163210805818,3120425502.58253,2.55098157942419,14527778509.7288,870.339453017357,3066048888.41853,4.05275147486704,1.93490094587554,860,9979078366.78167,-0.874252378940582,800000000,2.05636127552475,11669077,-1.17863512039185,1882.2,10.151,-1.26492917537689
Cambodia,KHM,1999,YR1999,..,..,..,295.591285291268,12.7053811343541,3517242477.2285,10.5275323645627,16373588139.7446,975.521042564036,3421151872.33763,11.5385425903667,9.38324108373155,950,11290609051.5629,..,1129000000,1.95125157344804,11899006,..,1907.1,9.749,..
Cambodia,KHM,2000,YR2000,8.12818911679723,39.119970481486,52.7518395634576,301.516598515387,9.9935803216182,3654031716.26881,7.998303815391,18009895822.0209,1077.41477025466,3533900964.86767,9.46215076807874,7.47651435993539,1040,12627752882.9688,-0.897491276264191,1389000000,1.83064817889597,12118841,-1.08395493030548,1963,9.273,-0.776030659675598
Cambodia,KHM,2001,YR2001,..,..,..,322.899863855535,8.14838609848549,3984000517.02345,6.22570110224868,19477411669.5342,1170.27623932769,3842634360.21916,7.86648255413904,5.94880929903545,1130,13926743834.7406,..,1500000000,1.79381433398266,12338192,..,2152.6,8.667,..
Cambodia,KHM,2002,YR2002,..,..,..,341.036765774788,6.57893950279683,4284028482.53766,4.68194184453425,20758818799.9835,1244.16095991202,4096441959.94383,5.65555580142639,3.7749934419888,1190,14944527020.5068,-0.807996273040771,1923000000,1.79592987916956,12561779,-1.16286170482635,2210.9,8.149,-0.72216534614563
Cambodia,KHM,2003,YR2003,..,..,..,364.275301697561,8.50589555707634,4658246918.27092,6.58883257323437,22524542245.9929,1352.30926621944,4481379859.38678,9.15515101660425,7.22661710206189,1300,16636350257.7767,-0.918026566505432,2118000000,1.78257622928652,12787710,-1.15510833263397,2378.2,7.641,-0.652008533477783
Cambodia,KHM,2004,YR2004,..,..,..,410.086132919785,10.340528776847,5337833248.03924,8.40215627266414,24853699018.7928,1505.28401139464,5123749224.65951,10.0855929474189,8.15169894816596,1440,18807506928.7561,-0.907455146312714,2798000000,1.77233194606874,13016371,-1.21447193622589,2377.8,7.273,-0.407748281955719
Cambodia,KHM,2005,YR2005,..,..,..,475.069394260589,13.2500869136436,6293046161.83262,11.2819167818772,28146835740.0382,1727.637368949,6005719072.865,12.5624644862356,10.6062445256386,1650,21840398104.0293,-1.00211262702942,3092000000,1.75317594902836,13246583,-1.24178218841553,2657.5,7.042,-0.393915474414825
Cambodia,KHM,2006,YR2006,..,..,..,539.747365398375,10.7710836701771,7274595706.67154,8.87093146704261,31178554968.1051,1938.93146781882,6955909278.49875,10.9511704889688,9.04792910087606,1850,24987674330.6003,-0.981054723262787,3692000000,1.73026969167735,13477779,-1.23822462558746,2963,6.809,-0.345979183912277
Cambodia,KHM,2007,YR2007,..,..,..,629.921076681188,10.2125739126309,8639235913.17746,8.30793660768178,34362687939.113,2156.7701733546,8313830892.01626,10.9309296166664,9.01387805603339,2080,28465506486.4418,-0.912372171878815,4088000000,1.74325561857738,13714791,-1.14518678188324,3660.73,6.63,-0.363606303930283
Cambodia,KHM,2008,YR2008,..,..,..,742.397972379419,6.69157747471078,10351914178.2857,4.93864311919074,36662093824.9519,2306.69365132617,9926201043.65056,5.96002294508004,4.2191079738289,2210,30841551002.3432,-1.00112020969391,4708000000,1.65663905731394,13943888,-1.1556795835495,4055.5,6.418,-0.298690915107727
Cambodia,KHM,2009,YR2009,..,..,..,734.815118591223,0.0866969592706113,10401851766.8465,-1.41118071609043,36693878745.5031,2288.71825634259,9951177020.51056,-0.250985396224394,-1.743809384362,2190,30994790312.1592,-0.960240483283997,4196000000,1.50789194873236,14155740,-1.12396168708801,4745,6.127,-0.560373842716217
Cambodia,KHM,2010,YR2010,9.49994065695915,57.270761623233,33.2292981642887,782.695738661233,5.96307857538696,11242275288.5243,4.43014920792102,38881963567.4546,2418.8360545795,10842976659.4954,7.01456578891415,5.46642493787486,2330,33509040087.2914,-0.96263325214386,5143000000,1.45722988351436,14363532,-1.12309193611145,5140.8,6.121,-0.50098443031311
Cambodia,KHM,2011,YR2011,..,..,..,880.310304425532,7.0695699458918,12829541141.0127,5.524175204076,41630751178.192,2605.48954374604,12296626377.775,6.2433460154826,4.70987662386912,2500,36394815884.3287,-0.872488141059875,6704000000,1.4538734073168,14573885,-1.05048811435699,5363.7,5.947,-0.304419666528702
Cambodia,KHM,2012,YR2012,..,..,..,950.482544612158,7.31334550530008,14054443213.4639,5.76928608253873,44675351848.305,2867.53737709384,13375305411.1827,6.39089670018194,4.86010977174875,2730,40352333048.1176,-0.821808159351349,7838000000,1.44928419333369,14786640,-0.981346189975739,5673.9,5.863,-0.103577204048634
Cambodia,KHM,2013,YR2013,..,..,..,1015.2208813493,7.35666514887971,15227991395.2201,5.83186052378777,47961967887.8686,3051.00146603045,14402903331.7028,6.59050705971522,5.07658430577949,2890,43284451676.8769,-0.912537574768066,6666000000,1.43049971596447,14999683,-1.00744593143463,5737.6,5.817,-0.136436149477959
Cambodia,KHM,2014,YR2014,..,..,..,1098.07453750857,7.14257110074297,16702610842.4025,5.6553768489954,51387685545.5751,3198.67354942893,15771426667.195,7.12087235969472,5.6339792976855,3020,45941913407.4231,-0.698205411434174,6846000000,1.3977751944463,15210817,-0.954109787940979,6947.2,5.756,0.0231748018413782
Cambodia,KHM,2015,YR2015,9.09181769469773,63.8302577255094,27.0779240465477,1170.74281578324,6.96579781444953,18049954289.4229,5.53168468207193,54967247822.205,3411.57726730719,17053757291.2298,7.0164754682318,5.58168288980423,3220,49695125105.6882,-0.743951737880707,8542000000,1.34979002036239,15417523,-0.996449172496796,8432.6,5.81,0.0633481442928314
Cambodia,KHM,2016,YR2016,..,..,..,1281.10597109735,6.9333139730861,20016747858.3122,5.51620623283642,58778299696.0828,3708.36910865107,18967809018.2768,7.21107255838942,5.79028389003111,3510,54905400965.324,-0.743826746940613,10069000000,1.33408515743887,15624584,-1.08097875118256,11066.4,5.779,0.206190809607506
Cambodia,KHM,2017,YR2017,..,..,..,1400.89926526097,6.99690369934196,22177200588.6749,5.60387545926014,62890960721.9283,3972.72416392795,21037039214.6854,7.07636125602976,5.68229853161679,3770,59657647125.7636,-0.696423292160034,11278000000,1.3104826630319,15830689,-1.07539474964142,12660.5,5.775,0.0935089886188507
Cambodia,KHM,2018,YR2018,..,..,..,1533.31598456036,7.469169206999,24571753581.7841,6.16447598496683,67588392994.1564,4319.01589003315,23246027819.6027,6.89290809525767,5.59521077700104,4090,65478977943.2213,-0.600180506706238,12700000000,1.22144565921597,16025238,-1.13457536697388,13555.7,5.874,0.11081126332283
Cambodia,KHM,2019,YR2019,9.24472413666233,67.7209576492285,23.0343168225405,1671.38540009767,7.05410693233065,27089390032.8915,5.84861969505499,72356150509.8081,4653.63036632602,25525557061.7169,6.43661420050987,5.23808026590189,4380,71070686301.8257,-0.623606085777283,14825000000,1.13244216195679,16207746,-0.9548699259758,18093.2,5.947,-0.0755313858389854
Cambodia,KHM,2020,YR2020,..,..,..,1577.91173993243,-3.0960067306119,25872797892.0285,-4.21365375468523,70115999220.0128,4515.70950577124,24826000923.9893,-0.925790930318513,-2.06846824621947,4330,71047705347.2868,-0.451601684093475,17716000000,1.16005769739725,16396860,-0.963570415973663,18652.8,6.228,-0.209088623523712
Cambodia,KHM,2021,YR2021,..,..,..,1625.2350215138,3.02638936277746,26961061152.2979,1.83295801608998,72237982362.0124,4805.08074293457,25558378555.214,1.74655794247003,0.567951835654767,4560,75564500512.6098,-0.478109896183014,19307000000,1.16513584860257,16589023,-0.919126272201538,..,6.838,-0.131573155522346
Cambodia,KHM,2022,YR2022,..,..,..,1786.56081858524,5.16245999997302,29956769529.428,4.04096529989562,75967239306.2388,5349.46379391855,28456791955.9709,..,..,5080,85207610441.2091,-0.351662397384644,22472000000,1.07216738142292,16767842,-0.866584658622742,..,..,-0.0361724458634853
Cameroon,CMR,1960,YR1960,..,..,..,120.018193558277,..,614206067.499389,..,..,..,..,..,..,..,..,..,97000000,..,5117608,..,..,28.64,..
Cameroon,CMR,1961,YR1961,..,..,..,125.525586104949,1.18368081101198,652777609.328803,-0.42633351225416,..,..,..,..,..,..,..,..,98000000,1.60397501025788,5200355,..,..,28.151,..
Cameroon,CMR,1962,YR1962,..,..,..,130.895301210402,3.04155905079301,694247865.267079,1.03106160565272,..,..,..,..,..,..,..,..,103000000,1.97043825707522,5303841,..,..,22.284,..
Cameroon,CMR,1963,YR1963,..,..,..,132.348114252622,3.74255032074073,718320845.935362,1.37869676094769,..,..,..,..,..,..,..,..,135000000,2.30493744253899,5427511,..,..,22.049,..
Cameroon,CMR,1964,YR1964,..,..,..,139.780590804615,3.54715969490351,776650176.653918,1.14870557656226,..,..,..,..,..,..,..,..,125000000,2.34353916911816,5556209,..,..,21.794,..
Cameroon,CMR,1965,YR1965,..,..,..,143.0704676206,2.0260537150391,814083264.821428,-0.374427049787343,..,..,..,..,..,..,..,..,144000000,2.38093210842847,5690086,..,..,21.384,..
Cameroon,CMR,1966,YR1966,..,..,..,145.998946079324,4.61495561904862,851112536.085105,2.11166059279913,..,..,..,..,..,..,..,..,131000000,2.42195943414093,5829580,..,..,20.973,..
Cameroon,CMR,1967,YR1967,..,..,..,156.679770658605,-10.9120655887773,936175260.825215,-13.0815600367031,..,..,778045787.217254,..,..,..,..,..,121000000,2.46537017800941,5975087,..,..,20.413,..
Cameroon,CMR,1968,YR1968,..,..,..,170.745595711858,6.34632385376702,1046191218.82653,3.7063035482044,..,..,885021224.452561,7.64358270105572,4.97135827621275,..,..,..,189000000,2.51380747847747,6127193,..,..,19.802,..
Cameroon,CMR,1969,YR1969,..,..,..,175.07331691543,4.90147952428066,1100551487.13992,2.24751664125912,..,..,957837541.409541,7.41874719823166,4.70109851207761,..,..,..,225000000,2.56251119418139,6286232,..,..,19.165,..
Cameroon,CMR,1970,YR1970,..,..,..,178.406166632981,3.09206823386914,1151216992.76914,0.43112507478267,..,..,1016992759.28514,4.00327972023908,1.31881698285066,..,..,..,226000000,2.61502853980156,6452787,..,..,18.599,..
Cameroon,CMR,1971,YR1971,..,..,..,186.641930112036,3.47970781665525,1236941395.528,0.754074156806467,..,..,1119275736.29479,5.5668510369008,2.78624246521611,..,..,..,207000000,2.66928954505938,6627350,..,..,18.112,..
Cameroon,CMR,1972,YR1972,..,..,..,220.024807652011,2.67384329318293,1498251886.91252,-0.0721502253809234,..,..,1376836628.56139,4.28980085884577,1.50058884510089,..,..,..,221000000,2.71089707424796,6809468,..,..,17.642,..
Cameroon,CMR,1973,YR1973,..,..,..,271.678543259645,5.35568077910243,1901393360.56876,2.50723233890598,..,..,1633547259.28109,-0.424987773176724,-3.11714719127902,..,..,..,353000000,2.74087062182524,6998688,..,..,17.331,..
Cameroon,CMR,1974,YR1974,..,..,..,299.86190325932,10.7342622580316,2157415535.79412,7.71746919351001,..,..,1876158012.35521,11.6802823696964,8.63771637046086,..,..,..,478000000,2.76215239574374,7194697,..,..,17.144,..
Cameroon,CMR,1975,YR1975,..,..,..,386.220942595235,11.2450587758471,2857037366.51002,8.19648137172892,..,..,2540677510.0009,13.7059141275705,10.5898990493424,..,..,..,447000000,2.77866583481315,7397417,..,..,17.03,..
Cameroon,CMR,1976,YR1976,..,..,..,381.426601562563,-5.49513839744186,2898089998.6172,-7.99035357576851,..,..,2561200138.03365,-5.80143445065059,-8.28856248353235,..,..,..,511000000,2.67578547164304,7598028,..,..,16.926,..
Cameroon,CMR,1977,YR1977,..,..,..,435.390563472162,13.7398715230551,3394664030.04384,10.8398262816692,..,..,2627811892.07131,0.397416607810385,-2.1624337452991,..,..,..,704000000,2.5827859606679,7796825,..,..,16.859,..
Cameroon,CMR,1978,YR1978,..,..,..,581.890706450902,22.0030049229664,4662852578.29818,18.7074702950574,..,..,4264015168.06346,41.7494726725108,37.9205481638476,..,..,..,802000000,2.73834410642205,8013279,..,..,16.677,..
Cameroon,CMR,1979,YR1979,..,..,..,718.031332947811,6.03511877346806,5919002975.30133,3.07535255635369,..,..,5576487327.43368,9.04579849711804,6.00199495124238,..,..,..,1132000000,2.83100494511977,8243377,..,..,16.472,..
Cameroon,CMR,1980,YR1980,..,..,..,783.410143813128,-1.9652916680455,6674569033.58218,-5.14701891546004,..,..,5562771934.99906,-11.7782241396342,-14.641471583792,..,..,..,1384000000,3.29934572711062,8519891,..,..,16.157,..
Cameroon,CMR,1981,YR1981,..,..,..,748.771399544364,17.0826822487652,6610938627.60437,12.9829275757833,..,..,5948519918.57891,24.9761862704026,20.6000335052575,..,..,..,1105000000,3.56436472017992,8829048,..,..,15.807,..
Cameroon,CMR,1982,YR1982,..,..,..,730.76889583911,7.51620260513882,6611255969.89189,4.92618354648671,..,..,6207429216.71822,10.6845146853087,8.01817235190761,..,..,..,1064000000,2.43844690341496,9046986,..,..,15.412,..
Cameroon,CMR,1983,YR1983,..,..,..,743.474068710223,6.86683056547592,6870200009.45663,4.62688427748901,..,..,6469482076.96125,7.59850143262659,5.34321920331689,..,..,..,976000000,2.11829467137139,9240672,..,..,14.935,..
Cameroon,CMR,1984,YR1984,..,..,..,768.983982861204,7.47457254362303,7311938029.91455,4.44654382476293,..,..,7056306271.5603,9.91831502861062,6.82143539691683,..,..,..,886000000,2.85788869354238,9508570,..,..,14.528,..
Cameroon,CMR,1985,YR1985,..,..,..,871.541119138083,8.06316167125891,8544810503.47403,4.80411229375355,..,..,8278151538.80682,8.4595786968996,5.1885738792547,..,..,..,722000000,3.06228759057588,9804254,..,..,14.038,..
Cameroon,CMR,1986,YR1986,..,..,..,1172.49024933471,6.77166308397663,11857056214.3301,3.5149131981342,..,..,11703434810.6695,8.4409426997033,5.13327643735299,..,..,..,782000000,3.09768731951382,10112712,..,..,13.867,..
Cameroon,CMR,1987,YR1987,..,..,..,1250.69760206794,-2.14665021536007,13049659963.7047,-5.15892711239697,..,..,12880965915.3171,-2.10569419902392,-5.11923186906529,..,..,..,806000000,3.12673533910802,10433905,..,..,13.408,..
Cameroon,CMR,1988,YR1988,..,..,..,1137.22518262685,-7.82363197491021,12236057369.912,-10.6136026756058,..,..,12193312557.9723,-7.01742549699263,-9.83179824888951,..,..,..,927000000,3.07352702221159,10759573,..,..,13.204,..
Cameroon,CMR,1989,YR1989,..,..,..,993.087357993421,-1.81912051186825,11012566178.1825,-4.73774083909979,..,..,10797507560.2402,-2.98922580784927,-5.87306244685499,..,..,..,1682000000,3.0177775678828,11089222,..,..,13.11,..
Cameroon,CMR,1990,YR1990,..,..,..,1077.33354474758,-6.10569764600656,12314482629.9082,-8.90923918259573,39814637091.1028,2014.18037639308,11786761070.7616,-8.00465048150319,-10.751492164993,1940,22149653547.9123,..,2002000000,3.03133254749302,11430520,..,2900,13.09,..
Cameroon,CMR,1991,YR1991,..,..,..,1005.30436363894,-3.80859937279318,11840192304.4132,-6.64425525033326,38298257072.5712,1943.94214895997,11102528731.4838,-5.62195716229593,-8.40415650795937,1840,21632383271.1611,..,1834000000,2.99225551122619,11777719,..,6966.2,13.153,..
Cameroon,CMR,1992,YR1992,..,..,..,995.314493442004,-3.10000321081914,12071775346.4187,-5.90335596051496,37111009873.6337,1870.86979461407,11387830112.8049,-2.01072994995722,-4.84559577800383,1780,21552881570.58,..,1840000000,2.93571035733927,12128604,..,6846.8,13.199,..
Cameroon,CMR,1993,YR1993,..,..,..,1295.9164616795,-7.93206657447536,16181814683.9551,-10.5729314037701,34167339863.9969,1712.72131331747,15497618365.9173,-7.6085945899557,-10.2587378482907,1640,20494447564.8625,..,1883000000,2.91032942909575,12486773,..,5766.9,13.356,..
Cameroon,CMR,1994,YR1994,..,..,..,692.858733925577,1.87680922580404,8902446257.70445,-0.994143234870094,34808595650.7762,1731.90467073992,8474423049.22034,1.17626900302608,-1.67494179424428,1650,21233664786.4161,..,1486000000,2.85853230465414,12848862,..,4619.3,13.561,..
Cameroon,CMR,1995,YR1995,..,..,..,822.3632127813,2.89400137739698,10864772473.0524,0.0685852661657975,35815956888.3623,1769.43373147217,10316238264.8044,2.73822706232194,-0.0829115667077645,1680,22235084614.726,..,1651000000,2.784354192833,13211647,..,4679.5,13.64,..
Cameroon,CMR,1996,YR1996,..,..,..,817.184093767373,4.21507214953058,11093538840.5385,1.42319588977244,37325625312.2515,1827.47508633157,10514126082.7062,4.14097139557794,1.35108026264959,1740,23554761111.4303,-1.08020269870758,1768000000,2.71549439019134,13575324,-1.44189488887787,4755.4,13.756,-0.956391930580139
Cameroon,CMR,1997,YR1997,..,..,..,773.927146208691,4.52731376625037,10789458426.1088,1.78421406525811,39015473485.3521,1892.15697574299,10224692028.8746,4.26832552692136,1.53202242804451,1800,25042810721.1391,..,1860000000,2.65933890348849,13941181,..,4862.4,13.713,..
Cameroon,CMR,1998,YR1998,..,..,..,789.27429253844,4.72553484802563,11298144998.6965,1.99361062354124,40859163281.0246,1951.60064769718,10819195268.7677,5.88948776939098,3.12720006968871,1870,26790436635.8356,-0.826229512691498,1671000000,2.64328036101189,14314599,-1.13863706588745,5040.5,13.723,-0.784960150718689
Cameroon,CMR,1999,YR1999,..,..,..,786.845887729333,4.51130422140731,11565826458.8945,1.77836307995483,42702444438.9532,2014.29888469331,11118672100.3761,4.85836413141598,2.11634747116025,1940,28463424871.7867,..,1601000000,2.64977018150173,14698973,..,4788.4,13.614,..
Cameroon,CMR,2000,YR2000,6.73070472905245,27.3798242134524,65.8894710534579,700.163236203967,3.83241779532237,10566579294.5164,1.13112675163163,44338980518.6693,2083.23424827305,9971652119.85111,1.90347629650202,-0.747631649219855,1970,29669205884.8501,-0.823291063308716,1833000000,2.63602726719356,15091594,-1.19274723529816,5209.1,13.426,-0.564015805721283
Cameroon,CMR,2001,YR2001,..,..,..,706.98421727326,4.32426119217317,10953485345.2216,1.61967885390071,46256313846.2433,2164.67041253454,10257038433.8046,3.66643846878179,0.978910032440325,2030,31405379463.0958,..,1749000000,2.62667387658374,15493253,..,5156.8,13.237,..
Cameroon,CMR,2002,YR2002,..,..,..,780.270553768691,4.47702682895878,12417251341.6032,1.71456910695397,48327221427.227,2236.10069588762,11741246551.3119,5.54126474576557,2.75066770605082,2110,33648084574.2127,-0.911196768283844,1802000000,2.67966597627532,15914033,-1.26537561416626,5133.3,13.036,-0.677264809608459
Cameroon,CMR,2003,YR2003,..,..,..,976.519303225376,5.45315369080524,15970315030.2406,2.61413205225006,50962579086.1494,2339.84064903803,15443546602.0443,7.65596658187893,4.75764056745098,2260,37004325450.0176,-0.842919766902924,2283000000,2.72911509031776,16354326,-1.16329956054688,5206,12.758,-0.429470658302307
